model,modelAge,name,age,mileage,state,owners,bodyType,numberOfDoors,fuelType,vehicleTransmission,drive,color,equipment,price,engineDisplacement,enginePower,technicalPassport
3ER,15,325xi,13,168000,не битый,3,coupe,2,petrol,AT,4wd,dark_blue,Базовая,650000,2.5,218,1
1ER,13,120d,12,196000,не битый,3,hatchback,3,diesel,AT,rwd,white,Базовая,540000,2.0,177,1
X3,6,20d,6,86000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1550000,2.0,190,1
X5,14,48i,13,137000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,1000000,4.8,355,1
6ER,9,640i,9,12927,не битый,3,cabriolet,2,petrol,AT,rwd,black,Базовая,2415000,3.0,320,1
1ER,16,120i,15,150000,не битый,3,hatchback,5,petrol,AT,rwd,black,Базовая,350000,2.0,150,1
X5,2,30d,2,30000,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,Base,4200000,3.0,249,1
5ER,7,520i,6,147000,не битый,2,sedan,4,petrol,AT,rwd,white,Базовая,1127000,2.0,184,1
3ER,5,320i,4,45000,не битый,1,hatchback,5,petrol,AT,4wd,dark_blue,Sport Line,1740000,2.0,184,1
5ER,18,530i,15,233000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,499000,3.0,258,1
5ER,4,520d,2,70736,не битый,3,sedan,4,diesel,AT,rwd,black,,1921000,2.0,190,1
5ER,7,520d,4,112000,не битый,1,sedan,4,diesel,AT,rwd,black,,1370000,2.0,190,1
X3,10,20d,8,186000,не битый,2,SUV,5,diesel,AT,4wd,grey,Xline,1200000,2.0,184,1
5ER,7,520i,7,96000,не битый,2,sedan,4,petrol,AT,rwd,white,Business,1025000,2.0,184,1
X7,2,40i,1,1979,не битый,1,SUV,5,petrol,AT,4wd,black,,5998000,3.0,340,1
5ER,11,520d,9,130953,не битый,3,sedan,4,diesel,AT,rwd,black,Базовая,1100000,2.0,184,1
1ER,9,118i,7,133000,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,850000,1.6,170,1
3ER,9,316i,7,87000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,1200000,1.6,136,1
5ER,11,520d,9,117714,не битый,2,sedan,4,diesel,AT,rwd,white,,1162000,2.0,184,1
X5,17,None,14,206000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,585000,4.4,320,1
X6,8,M50d,6,64393,не битый,1,SUV,5,diesel,AT,4wd,grey,Базовая,2120000,3.0,381,1
5ER,13,530xi,13,164000,не битый,3,sedan,4,petrol,AT,4wd,black,Business,630000,3.0,272,1
7ER,12,750Li,9,154268,не битый,3,sedan,4,petrol,AT,4wd,black,,648000,4.4,407,1
3ER,12,325i,9,135000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,650000,2.5,218,1
X6,6,None,3,23859,не битый,1,SUV,5,petrol,AT,4wd,grey,Базовая,4590000,4.4,575,1
X5,14,30i,12,194000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,750000,3.0,272,1
X5,14,48i,13,180000,не битый,2,SUV,5,petrol,AT,4wd,grey,Базовая,500000,4.8,355,1
X6,8,35i,8,79000,не битый,3,SUV,5,petrol,AT,4wd,red,Базовая,1540000,3.0,306,1
7ER,26,730i,26,202000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,155000,3.0,218,1
X6,6,35i,4,72000,не битый,1,SUV,5,petrol,AT,4wd,black,,2778000,3.0,306,1
3ER,5,320d,2,44000,не битый,1,sedan,4,diesel,AT,rwd,dark_blue,M Sport,1799000,2.0,190,1
5ER,11,520i,8,170000,не битый,3,sedan,4,petrol,AT,rwd,grey,,900000,2.0,184,1
3ER,9,328i,9,229600,не битый,3,sedan,4,petrol,AT,rwd,white,,1070000,2.0,245,1
7ER,12,740d,9,129000,не битый,1,sedan,4,diesel,AT,4wd,grey,Базовая,1280000,3.0,306,1
1ER,13,116i,10,107000,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,480000,1.6,115,1
5ER,18,530xi,13,220000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,485000,3.0,258,1
X6,8,35i,7,95000,не битый,1,SUV,5,petrol,AT,4wd,white,Базовая,1850000,3.0,306,1
7ER,8,730d,6,140000,не битый,3,sedan,4,diesel,AT,4wd,black,,1599100,3.0,258,1
X3,10,20i,6,42390,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,1400000,2.0,184,1
X6,6,30d,2,39324,не битый,1,SUV,5,diesel,AT,4wd,white,,3935000,3.0,249,1
5ER,13,530i,11,301000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,785000,3.0,272,1
X6,6,50i,5,70000,не битый,2,SUV,5,petrol,AT,4wd,white,Базовая,2600000,4.4,450,1
3ER,15,325xi,12,218158,не битый,3,coupe,2,petrol,AT,4wd,black,,637000,2.5,218,1
5ER,25,540i,22,150000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,280000,4.4,286,1
3ER,5,320i,3,53000,не битый,2,sedan,4,petrol,AT,4wd,violet,M Sport,1950000,2.0,184,1
7ER,5,750Ld,2,6700,не битый,1,sedan,4,diesel,AT,4wd,black,Base,4780000,3.0,400,1
7ER,5,750d,2,81,не битый,1,sedan,4,diesel,AT,4wd,black,,7919000,3.0,400,1
5ER,7,520d,4,95000,не битый,1,sedan,4,diesel,AT,rwd,black,Базовая,1250000,2.0,190,1
X6,13,35d,10,171300,не битый,2,SUV,5,diesel,AT,4wd,white,Базовая,1390000,3.0,286,1
7ER,5,730Ld,5,63000,не битый,1,sedan,4,diesel,AT,4wd,dark_blue,Base,2990000,3.0,249,1
X5,7,40d,6,115000,не битый,2,SUV,5,diesel,AT,4wd,white,M Sport,2475000,3.0,313,1
5ER,11,535i,8,95000,не битый,2,hatchback,5,petrol,AT,4wd,white,Базовая,1290000,3.0,306,1
7ER,8,730d,5,123102,не битый,3,sedan,4,diesel,AT,4wd,black,Базовая,1720000,3.0,258,1
X1,5,20i,2,29118,не битый,1,SUV,5,petrol,AT,4wd,black,Advantage,1900000,2.0,192,1
M5,22,None,21,213000,не битый,3,sedan,4,petrol,MT,rwd,dark_blue,Базовая,1100000,4.9,400,1
X6,6,30d,2,29412,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,M Sport,3820000,3.0,249,1
X6,13,30d,9,106799,не битый,1,SUV,5,diesel,AT,4wd,dark_blue,,1509950,3.0,245,1
X6,6,30d,1,27982,не битый,1,SUV,5,diesel,AT,4wd,white,M Sport,4016000,3.0,249,1
5ER,13,530i,12,103000,не битый,2,sedan,4,petrol,AT,rwd,silver,,750000,3.0,272,1
5ER,25,523i,22,200000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Shadow Line,199999,2.5,170,1
X7,2,40i,1,1979,не битый,1,SUV,5,petrol,AT,4wd,black,,5998000,3.0,340,1
3ER,15,325xi,13,225000,не битый,3,sedan,4,petrol,AT,4wd,purple,Базовая,580000,2.5,218,1
5ER,4,520d,1,33300,не битый,1,sedan,4,diesel,AT,4wd,black,Business,2582000,2.0,190,1
5ER,4,520d,2,70736,не битый,3,sedan,4,diesel,AT,rwd,black,,1921000,2.0,190,1
X4,6,20d,2,19373,не битый,2,SUV,5,diesel,AT,4wd,white,,2715271,2.0,190,1
7ER,1,730d,1,1751,не битый,1,sedan,4,diesel,AT,4wd,black,Base,6190000,3.0,249,1
X5,7,30d,5,149445,не битый,2,SUV,5,diesel,AT,4wd,black,,2399000,3.0,249,1
3ER,30,316i,28,225592,не битый,3,sedan,4,petrol,MT,rwd,red,Базовая,115000,1.6,102,1
X5,10,None,10,183000,не битый,3,SUV,5,petrol,AT,4wd,dark_blue,M,1249999,4.4,555,1
5ER,32,518i,26,329118,не битый,3,sedan,4,petrol,MT,rwd,black,Базовая,70000,1.8,115,1
X5,10,35i,7,120000,не битый,2,SUV,5,petrol,AT,4wd,black,Luxury,1399999,3.0,306,1
5ER,32,525i,26,250000,не битый,3,sedan,4,petrol,AT,rwd,green,Базовая,100000,2.5,192,1
X5,14,None,13,265000,не битый,3,SUV,5,diesel,AT,4wd,grey,Базовая,945000,3.0,235,1
5ER,18,525xi,13,207000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,380000,2.5,218,1
3ER,9,328i,9,104176,не битый,3,sedan,4,petrol,AT,4wd,dark_blue,,979000,2.0,245,1
7ER,5,M760Li,2,44315,не битый,1,sedan,4,petrol,AT,4wd,dark_blue,Base,9550000,6.6,609,1
5ER,11,530d,8,181269,не битый,3,sedan,4,diesel,AT,4wd,black,,1060000,3.0,258,1
5ER,4,530d,2,33015,не битый,1,sedan,4,diesel,AT,4wd,white,,3204730,3.0,249,1
X6,6,M50d,6,196000,не битый,2,SUV,5,diesel,AT,4wd,white,Базовая,2620000,3.0,381,1
5ER,4,530d,2,16573,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,,3322900,3.0,249,1
5ER,25,540i,22,150000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,280000,4.4,286,1
5ER,7,520d,4,112000,не битый,1,sedan,4,diesel,AT,rwd,black,,1370000,2.0,190,1
X6,6,30d,5,95628,не битый,2,SUV,5,diesel,AT,4wd,black,Luxury,2759000,3.0,249,1
X5,10,30d,9,197500,не битый,3,SUV,5,diesel,AT,4wd,brown,Luxury,1330000,3.0,245,1
X5,17,None,15,330000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,660000,3.0,231,1
X1,8,18i,7,127000,не битый,2,SUV,5,petrol,AT,rwd,white,Базовая,805000,2.0,150,1
X3,6,20d,6,86000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1550000,2.0,190,1
8ER,2,M850i,1,70,не битый,1,cabriolet,2,petrol,AT,4wd,dark_blue,Base,8455000,4.4,530,1
5ER,7,520d,6,119000,не битый,2,sedan,4,diesel,AT,rwd,white,,1190000,2.0,184,1
X5,14,None,11,200000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,890000,3.0,235,1
M5,7,None,4,41700,не битый,3,sedan,4,petrol,AM,rwd,dark_blue,,3823000,4.4,560,1
X5,10,50i,8,126000,не битый,2,SUV,5,petrol,AT,4wd,black,Базовая,1199000,4.4,407,1
X6,13,35i,12,160000,не битый,3,SUV,5,petrol,AT,4wd,white,Базовая,1200000,3.0,306,1
5ER,11,520d,9,117714,не битый,2,sedan,4,diesel,AT,rwd,white,,1162000,2.0,184,1
X6,8,35i,7,78000,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,Базовая,2500000,3.0,306,1
5ER,25,528i,23,440000,не битый,3,wagon,5,petrol,AT,rwd,black,Базовая,230000,2.8,193,1
1ER,9,118i,7,133000,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,850000,1.6,170,1
X1,11,18i,8,128000,не битый,3,SUV,5,petrol,AT,rwd,white,Базовая,815000,2.0,150,1
X5,7,40d,2,32000,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport Experience,4500000,3.0,313,1
X6,11,None,9,86829,не битый,1,SUV,5,petrol,AT,4wd,black,M,1750000,4.4,555,1
5ER,11,528i,9,169500,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Luxury,960000,3.0,258,1
X5,14,30i,12,256926,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,799000,3.0,272,1
5ER,18,530i,15,233000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,499000,3.0,258,1
5ER,11,530d,9,118000,не битый,3,sedan,4,diesel,AT,4wd,black,Luxury,1049000,3.0,258,1
6ER,17,645i,16,155000,не битый,3,coupe,2,petrol,AT,rwd,dark_blue,Базовая,750000,4.4,333,1
X6,8,30d,8,143000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1720000,3.0,245,1
X5,14,48i,13,137000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,1000000,4.8,355,1
5ER,4,520d,1,21000,не битый,2,sedan,4,diesel,AT,4wd,white,Business,2590000,2.0,190,1
7ER,5,730d,3,43000,не битый,2,sedan,4,diesel,AT,4wd,white,Base,3499000,3.0,249,1
X5,7,25d,3,50000,не битый,1,SUV,5,diesel,AT,4wd,white,Business,2799999,3.0,218,1
3ER,5,318i,2,24350,не битый,1,sedan,4,petrol,AT,rwd,white,,1596000,1.5,136,1
M5,9,None,8,99800,не битый,3,sedan,4,petrol,AM,rwd,white,Базовая,1950000,4.4,560,1
3ER,30,316i,28,300000,не битый,3,sedan,4,petrol,MT,rwd,grey,Базовая,68000,1.6,102,1
5ER,4,530i,2,19500,не битый,1,sedan,4,petrol,AT,4wd,black,M Sport,2900000,2.0,249,1
X5,6,None,4,56000,не битый,2,SUV,5,petrol,AT,4wd,blue,M,4000000,4.4,575,1
7ER,8,750i,6,64000,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,2049000,4.4,450,1
5ER,4,520d,1,43000,не битый,1,sedan,4,diesel,AT,rwd,black,Business,2050000,2.0,190,1
X3,14,20d,11,128000,не битый,1,SUV,5,diesel,AT,4wd,grey,Базовая,735000,2.0,177,1
5ER,18,530i,16,320000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,650000,3.0,231,1
5ER,7,528i,4,47000,не битый,1,sedan,4,petrol,AT,4wd,white,Luxury Локальная сборка,2100000,2.0,245,1
X5,10,35i,8,94000,не битый,1,SUV,5,petrol,AT,4wd,grey,Exclusive,1250000,3.0,306,1
3ER,22,325i,18,173000,не битый,3,coupe,2,petrol,AT,rwd,dark_blue,Базовая,515000,2.5,192,1
X5,7,25d,6,93230,не битый,1,SUV,5,diesel,AT,4wd,brown,Business,2249000,3.0,218,1
3ER,12,318d,12,172623,не битый,3,sedan,4,diesel,MT,rwd,grey,Базовая,560000,2.0,143,1
X6,6,30d,1,19100,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport,4050000,3.0,249,1
X5,7,25d,3,80506,не битый,1,SUV,5,diesel,AT,4wd,white,Business,2993000,3.0,218,1
X5,21,None,17,452968,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,500000,3.0,231,1
3ER,9,320d,8,112000,не битый,2,sedan,4,diesel,AT,rwd,black,Базовая,1200000,2.0,184,1
X4,6,20i,3,100000,не битый,2,SUV,5,petrol,AT,4wd,red,,2150000,2.0,184,1
5ER,4,520i,1,37386,не битый,1,sedan,4,petrol,AT,rwd,black,Business,2145000,2.0,184,1
6ER,13,650i,13,101000,не битый,3,coupe,2,petrol,AT,rwd,biege,Базовая,450000,4.8,367,1
X6,13,35i,9,130000,не битый,2,SUV,5,petrol,AT,4wd,white,Базовая,1250000,3.0,306,1
5ER,11,528i,9,132000,не битый,1,sedan,4,petrol,AT,4wd,black,Luxury,890000,2.0,245,1
X6,8,35i,8,79000,не битый,3,SUV,5,petrol,AT,4wd,red,Базовая,1540000,3.0,306,1
X5,14,30d,11,169234,не битый,3,SUV,5,diesel,AT,4wd,grey,Базовая,1000000,3.0,211,1
7ER,12,750Li,11,172000,не битый,2,sedan,4,petrol,AT,rwd,black,Базовая,625000,4.4,407,1
7ER,12,750Li,10,92000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,970000,4.4,407,1
5ER,4,520d,2,30000,не битый,2,sedan,4,diesel,AT,4wd,black,M Sport,2190000,2.0,190,1
3ER,9,320d,6,133478,не битый,3,hatchback,5,diesel,AT,4wd,grey,,1230000,2.0,184,1
X5,17,None,16,165000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,640000,3.0,231,1
3ER,22,320i,19,270000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,340000,2.2,170,1
5ER,4,520d,2,29440,не битый,1,sedan,4,diesel,AT,rwd,black,Base,2080000,2.0,190,1
3ER,9,320d,5,82000,не битый,2,sedan,4,diesel,AT,4wd,white,Sport Line,1400000,2.0,184,1
5ER,13,525i,11,212000,не битый,1,wagon,5,petrol,AT,rwd,grey,Базовая,610000,3.0,218,1
X5,7,25d,3,50000,не битый,2,SUV,5,diesel,AT,4wd,grey,Базовая,3600000,2.0,218,1
3ER,30,318i,27,1000,не битый,3,coupe,2,petrol,MT,rwd,dark_blue,Базовая,799000,1.8,140,1
5ER,11,535i,9,108800,не битый,2,hatchback,5,petrol,AT,4wd,dark_blue,Базовая,1249000,3.0,306,1
X3,14,30d,13,340000,не битый,3,SUV,5,diesel,AT,4wd,grey,Базовая,730000,3.0,218,1
X5,14,30i,12,194000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,750000,3.0,272,1
3ER,15,335i,12,150000,не битый,3,sedan,4,petrol,AT,4wd,grey,Базовая,1030000,3.0,306,1
6ER,17,645i,16,142000,не битый,3,coupe,2,petrol,AT,rwd,black,Базовая,380000,4.4,333,1
1ER,13,116i,11,127500,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,430000,1.6,115,1
7ER,8,740Li,8,174000,не битый,2,sedan,4,petrol,AT,4wd,grey,Базовая,1450000,3.0,320,1
5ER,7,528i,7,160000,не битый,1,sedan,4,petrol,AT,4wd,white,M Sport Локальная сборка,1380000,2.0,245,1
X6,8,35i,7,80000,не битый,1,SUV,5,petrol,AT,4wd,grey,Базовая,1960000,3.0,306,1
5ER,13,520d,12,242000,не битый,3,wagon,5,diesel,MT,rwd,dark_blue,Базовая,620000,2.0,163,1
1ER,9,116i,7,210000,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,710000,1.6,136,1
X5,7,30d,5,98700,не битый,2,SUV,5,diesel,AT,4wd,grey,M Sport,2650000,3.0,249,1
3ER,9,316i,7,114000,не битый,2,sedan,4,petrol,AT,rwd,white,SE,920000,1.6,136,1
5ER,25,523i,23,350000,не битый,2,wagon,5,petrol,AT,rwd,silver,Базовая,200000,2.5,170,1
3ER,38,318i,32,182000,не битый,2,sedan,4,petrol,MT,rwd,blue,Базовая,65000,1.8,102,1
6ER,9,640i,6,68700,не битый,1,coupe,2,petrol,AT,4wd,white,Базовая,1700000,3.0,320,1
X3,14,20d,11,128000,не битый,1,SUV,5,diesel,AT,4wd,grey,Базовая,735000,2.0,177,1
X3,10,20i,6,42390,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,1400000,2.0,184,1
X5,14,30i,11,250000,не битый,2,SUV,5,petrol,AT,4wd,silver,Базовая,930000,3.0,272,1
4ER,3,420d,3,47000,не битый,2,coupe,2,diesel,AT,4wd,dark_blue,Base,2050000,2.0,190,1
7ER,12,750Li,10,180000,не битый,3,sedan,4,petrol,AT,4wd,white,Базовая,550000,4.4,407,1
X5,14,None,12,210000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,740000,4.8,355,1
5ER,25,523i,22,267000,не битый,3,sedan,4,petrol,MT,rwd,white,Базовая,265000,2.5,170,1
X5,14,30i,10,77000,не битый,2,SUV,5,petrol,AT,4wd,red,Базовая,1000000,3.0,272,1
3ER,9,320i,6,123000,не битый,2,sedan,4,petrol,AT,rwd,grey,Базовая,900000,2.0,184,1
5ER,13,525i,11,148000,не битый,3,sedan,4,petrol,AT,rwd,black,Business,700000,2.5,218,1
3ER,22,318i,21,260000,не битый,3,sedan,4,petrol,MT,rwd,dark_blue,Базовая,220000,1.9,118,1
3ER,9,316i,6,222222,не битый,2,sedan,4,petrol,AT,rwd,black,Базовая,850000,1.6,136,1
X6,13,35i,9,110000,не битый,2,SUV,5,petrol,AT,4wd,black,Базовая,1235000,3.0,306,1
X3,14,20d,10,99000,не битый,3,SUV,5,diesel,AT,4wd,grey,Базовая,770000,2.0,177,1
X3,17,25i,16,220000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,470000,2.5,192,1
7ER,8,750Li,8,114000,не битый,1,sedan,4,petrol,AT,4wd,black,Базовая,1150000,4.4,450,1
X1,8,20i,7,201000,не битый,1,SUV,5,petrol,AT,4wd,white,SE,680000,2.0,184,1
X5,7,25d,4,81200,не битый,3,SUV,5,diesel,AT,4wd,grey,Business,2229000,3.0,218,1
X5,10,35i,10,112000,не битый,3,SUV,5,petrol,AT,4wd,grey,,1050000,3.0,306,1
1ER,9,116i,7,145000,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,585000,1.6,136,1
3ER,12,325xi,9,121000,не битый,3,sedan,4,petrol,AT,4wd,black,,725000,2.5,218,1
X6,6,50i,4,55600,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,2860000,4.4,450,1
3ER,22,325i,19,299000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,335000,2.5,192,1
X5,6,None,3,41000,не битый,2,SUV,5,petrol,AT,4wd,grey,M,3999999,4.4,575,1
3ER,15,335i,12,143000,не битый,3,cabriolet,2,petrol,AT,rwd,dark_blue,Базовая,850000,3.0,306,1
5ER,11,528i,8,195000,не битый,2,sedan,4,petrol,AT,4wd,brown,Luxury,1050000,2.0,245,1
3ER,15,325i,15,230000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,720000,2.5,218,1
5ER,13,525i,12,186000,не битый,3,sedan,4,petrol,AT,rwd,black,,700000,2.5,218,0
1ER,13,118i,13,195000,не битый,3,hatchback,3,petrol,AT,rwd,red,Базовая,360000,2.0,136,1
7ER,8,730d,6,57006,не битый,1,sedan,4,diesel,AT,4wd,black,,1900000,3.0,258,1
X5,21,None,19,250000,не битый,2,SUV,5,petrol,AT,4wd,silver,Базовая,400000,3.0,231,1
X1,5,18d,1,15592,не битый,1,SUV,5,diesel,AT,4wd,white,Advantage,1999000,2.0,150,1
7ER,12,750Li,11,129612,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,1090000,4.4,407,1
3ER,5,320i,3,70500,не битый,3,sedan,4,petrol,AT,4wd,dark_blue,,1690000,2.0,184,1
5ER,7,528i,4,20000,не битый,2,sedan,4,petrol,AT,4wd,black,Business Локальная сборка,1800000,2.0,245,1
7ER,26,728i,22,300000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Базовая,270000,2.8,193,1
3ER,9,320i,7,105000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Sport Line,1030000,2.0,184,1
X1,8,20i,7,201000,не битый,1,SUV,5,petrol,AT,4wd,white,SE,680000,2.0,184,1
1ER,9,116i,8,193000,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,520000,1.6,136,1
7ER,5,M760Li,2,44315,не битый,1,sedan,4,petrol,AT,4wd,dark_blue,Base,9550000,6.6,609,1
X6,13,40d,10,155000,не битый,1,SUV,5,diesel,AT,4wd,black,Базовая,1630000,3.0,306,1
X1,11,20d,9,172000,не битый,3,SUV,5,diesel,AT,4wd,brown,Lifestyle,725000,2.0,177,1
7ER,5,750Ld,4,90570,не битый,3,sedan,4,diesel,AT,4wd,black,Base,3600001,3.0,400,1
3ER,15,335i,12,143000,не битый,3,cabriolet,2,petrol,AT,rwd,dark_blue,Базовая,850000,3.0,306,1
5ER,4,530d,2,16573,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,,3322900,3.0,249,1
X6,13,40d,9,197000,не битый,2,SUV,5,diesel,AT,4wd,silver,Базовая,1200000,3.0,306,1
X6,8,35i,7,25000,не битый,1,SUV,5,petrol,AT,4wd,brown,Базовая,2000000,3.0,306,1
5ER,7,520d,7,148267,не битый,3,sedan,4,diesel,AT,rwd,white,,1178000,2.0,184,1
7ER,12,750Li,11,129612,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,1090000,4.4,407,1
5ER,7,528i,6,178000,не битый,2,sedan,4,petrol,AT,4wd,black,,955000,2.0,245,1
5ER,13,520d,12,242000,не битый,3,wagon,5,diesel,MT,rwd,dark_blue,Базовая,620000,2.0,163,1
5ER,4,520i,1,37386,не битый,1,sedan,4,petrol,AT,rwd,black,Business,2145000,2.0,184,1
7ER,26,750Li,22,360000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,460000,5.4,326,1
5ER,11,520i,8,129000,не битый,3,sedan,4,petrol,AT,rwd,white,Базовая,899000,2.0,184,1
3ER,15,325xi,13,241000,не битый,3,coupe,2,petrol,MT,4wd,dark_blue,Базовая,700000,2.5,218,1
7ER,19,735i,19,170000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,Базовая,265735,3.6,272,1
3ER,9,320d,5,82000,не битый,2,sedan,4,diesel,AT,4wd,white,Sport Line,1400000,2.0,184,1
X5,17,None,16,201860,не битый,2,SUV,5,diesel,AT,4wd,silver,Базовая,820000,3.0,218,1
3ER,5,318i,2,24350,не битый,1,sedan,4,petrol,AT,rwd,white,,1596000,1.5,136,1
Z4,11,35is,9,81000,не битый,3,cabriolet,2,petrol,AM,rwd,white,Базовая,1840000,3.0,340,1
X5,11,None,11,92170,не битый,3,SUV,5,petrol,AT,4wd,white,M,1200000,4.4,555,1
X5,7,35i,5,63000,не битый,2,SUV,5,petrol,AT,4wd,black,Pure Excellence,2400000,3.0,306,1
5ER,4,520d,1,4400,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Exclusive,2750000,2.0,190,1
5ER,11,528i,9,153000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,850000,2.0,245,1
X5,7,35i,6,99666,не битый,3,SUV,5,petrol,AT,4wd,white,,1997000,3.0,306,1
5ER,11,520i,8,156450,не битый,2,sedan,4,petrol,AT,rwd,black,SE,955000,2.0,184,1
X3,10,20i,7,58323,не битый,1,SUV,5,petrol,AT,4wd,brown,,1370000,2.0,184,1
X5,14,None,12,183000,не битый,2,SUV,5,petrol,AT,4wd,brown,Базовая,777000,3.0,264,1
X6,6,30d,3,39000,не битый,1,SUV,5,diesel,AT,4wd,brown,,3500000,3.0,249,1
